125.0	256.0	6000.0	256.0	16.0	128.0	198.0	199.0
29.0	8000.0	32000.0	32.0	8.0	32.0	269.0	253.0
29.0	8000.0	32000.0	32.0	8.0	32.0	220.0	253.0
29.0	8000.0	32000.0	32.0	8.0	32.0	172.0	253.0
29.0	8000.0	16000.0	32.0	8.0	16.0	132.0	132.0
26.0	8000.0	32000.0	64.0	8.0	32.0	318.0	290.0
23.0	16000.0	32000.0	64.0	16.0	32.0	367.0	381.0
23.0	16000.0	32000.0	64.0	16.0	32.0	489.0	381.0
23.0	16000.0	64000.0	64.0	16.0	32.0	636.0	749.0
23.0	32000.0	64000.0	128.0	32.0	64.0	1144.0	1238.0
400.0	1000.0	3000.0	0.0	1.0	2.0	38.0	23.0
400.0	512.0	3500.0	4.0	1.0	6.0	40.0	24.0
60.0	2000.0	8000.0	65.0	1.0	8.0	92.0	70.0
50.0	4000.0	16000.0	65.0	1.0	8.0	138.0	117.0
350.0	64.0	64.0	0.0	1.0	4.0	10.0	15.0
200.0	512.0	16000.0	0.0	4.0	32.0	35.0	64.0
167.0	524.0	2000.0	8.0	4.0	15.0	19.0	23.0
143.0	512.0	5000.0	0.0	7.0	32.0	28.0	29.0
143.0	1000.0	2000.0	0.0	5.0	16.0	31.0	22.0
110.0	5000.0	5000.0	142.0	8.0	64.0	120.0	124.0
143.0	1500.0	6300.0	0.0	5.0	32.0	30.0	35.0
143.0	3100.0	6200.0	0.0	5.0	20.0	33.0	39.0
143.0	2300.0	6200.0	0.0	6.0	64.0	61.0	40.0
110.0	3100.0	6200.0	0.0	6.0	64.0	76.0	45.0
320.0	128.0	6000.0	0.0	1.0	12.0	23.0	28.0
320.0	512.0	2000.0	4.0	1.0	3.0	69.0	21.0
320.0	256.0	6000.0	0.0	1.0	6.0	33.0	28.0
320.0	256.0	3000.0	4.0	1.0	3.0	27.0	22.0
320.0	512.0	5000.0	4.0	1.0	5.0	77.0	28.0
320.0	256.0	5000.0	4.0	1.0	6.0	27.0	27.0
25.0	1310.0	2620.0	131.0	12.0	24.0	274.0	102.0
25.0	1310.0	2620.0	131.0	12.0	24.0	368.0	102.0
50.0	2620.0	10480.0	30.0	12.0	24.0	32.0	74.0
50.0	2620.0	10480.0	30.0	12.0	24.0	63.0	74.0
56.0	5240.0	20970.0	30.0	12.0	24.0	106.0	138.0
64.0	5240.0	20970.0	30.0	12.0	24.0	208.0	136.0
50.0	500.0	2000.0	8.0	1.0	4.0	20.0	23.0
50.0	1000.0	4000.0	8.0	1.0	5.0	29.0	29.0
50.0	2000.0	8000.0	8.0	1.0	5.0	71.0	44.0
50.0	1000.0	4000.0	8.0	3.0	5.0	26.0	30.0
50.0	1000.0	8000.0	8.0	3.0	5.0	36.0	41.0
50.0	2000.0	16000.0	8.0	3.0	5.0	40.0	74.0
50.0	2000.0	16000.0	8.0	3.0	6.0	52.0	74.0
50.0	2000.0	16000.0	8.0	3.0	6.0	60.0	74.0
133.0	1000.0	12000.0	9.0	3.0	12.0	72.0	54.0
133.0	1000.0	8000.0	9.0	3.0	12.0	72.0	41.0
810.0	512.0	512.0	8.0	1.0	1.0	18.0	18.0
810.0	1000.0	5000.0	0.0	1.0	1.0	20.0	28.0
320.0	512.0	8000.0	4.0	1.0	5.0	40.0	36.0
200.0	512.0	8000.0	8.0	1.0	8.0	62.0	38.0
